age,income,experience,score_test,hours_worked,distance_to_work,savings,debt,education,city,job_type,marital_status,car,remote_work,salary
20,45151.02066055916,14,83.42038397324706,58,16.850520065237404,2812.922225171457,4326.814576256285,Bachelor,Los Angeles,Healthcare,Married,No,Yes,70305.76239866165
39,67145.98854334878,34,66.90711712755709,59,2.6647235815442407,54890.957367901,8020.365291592912,Bachelor,New York,Healthcare,Married,Yes,No,100130.64960767928
19,43719.42738790327,36,66.97797715763798,37,2.2393397630096685,27253.93525674995,16716.100568454636,Bachelor,Houston,Healthcare,Married,No,No,91539.78814740188
41,71823.91712488499,0,71.24623044406913,28,12.557461325469975,25622.626836309955,3822.7786737824777,Master,New York,Finance,Single,Yes,Yes,79989.40377888623
61,55573.9074572979,2,69.3562278598148,52,3.7826646056822852,16171.17182964935,1872.654749929773,Master,Phoenix,IT,Married,Yes,Yes,70601.86403976218
47,48224.03149180656,23,74.28907374312735,51,3.6585812105184696,8979.96690034327,11599.39108140796,Bachelor,Houston,Education,Married,Yes,Yes,79345.8994081554
55,46624.91144944437,26,81.32442466367847,73,1.6521697426427286,24783.877952212635,6396.099969471403,Bachelor,Phoenix,IT,Single,No,No,84764.42530036939
19,68113.88255645393,39,77.89952440749849,36,3.064918995425863,4644.441254296061,9127.239897588788,PhD,Los Angeles,IT,Married,No,No,111198.25776111706
38,53457.308219052546,35,77.02289056386289,38,5.577557446760726,7920.730495264516,797.7706322408767,Bachelor,New York,IT,Married,Yes,No,98204.73667150771
50,56484.63096786155,33,72.58797250199855,46,13.199013254294993,30431.66363793245,2041.190308501873,Bachelor,Houston,Retail,Single,Yes,No,98413.2201603877
29,58115.02808905443,28,74.2615407283545,25,4.099372347969739,11505.367991734282,760.0346906149553,Bachelor,Chicago,Retail,Single,No,Yes,95991.38424838534
39,51994.042778340365,23,82.96575507529002,54,3.983966577872101,20361.827944507244,8993.35298254268,PhD,Los Angeles,IT,Single,No,Yes,100542.56065627965
61,57798.08339524975,23,54.88041972500185,75,3.353514185459359,20156.96944215868,2284.834556551103,Master,New York,IT,Married,Yes,Yes,94697.43943943063
42,48225.14865978514,3,74.88609591521268,56,6.506312631586826,16721.745115451955,9739.394903769258,High School,New York,IT,Married,No,Yes,44219.05605499893
66,49252.87052260136,2,77.87987594927326,53,1.9922770122978055,15516.888498209577,29.027032464234253,PhD,Houston,Healthcare,Married,Yes,Yes,90837.1887010282
44,33213.27607959937,33,82.83583068547293,39,6.648138551845059,28053.108650586833,8980.012549077783,Bachelor,Los Angeles,IT,Single,Yes,Yes,94294.39016263104
59,54466.40376377596,22,64.89954060716175,44,12.179890958609702,28628.51432835067,10630.249362528755,Master,New York,Healthcare,Married,Yes,No,91766.96683505212
45,24206.884899316694,22,64.37090317546881,23,0.3024325557989888,7395.279387900035,7652.343596870494,Master,Los Angeles,IT,Married,No,Yes,938840.2986478006
33,54253.37105916369,4,80.83954994878134,29,0.09827512504469738,11007.066442623114,12336.347574076044,Master,Chicago,IT,Single,Yes,Yes,62173.96379576437
32,45790.75975752778,30,55.95547759743084,29,0.7809442614120142,11369.233834916595,1148.3480629664828,Master,Los Angeles,Healthcare,Married,Yes,Yes,89784.31510932418
64,55618.77664176467,5,88.32189110760785,43,7.671383694090364,9102.294268990132,10541.13706334677,PhD,Los Angeles,IT,Married,No,Yes,84645.40633117365
68,34267.57498877486,36,77.2659199149281,40,19.272705333811473,30511.758737718515,6866.762502727842,Bachelor,Phoenix,IT,Single,Yes,No,79777.4936393688
61,18209.639479420366,9,90.58721212843437,30,0.048964340118065275,16398.694785290623,1477.8707740555456,PhD,Phoenix,Finance,Single,No,No,69508.38429762256
69,44737.02039539691,39,64.12927623430487,46,27.592588346211876,2769.4143556649024,10256.25617088867,High School,Chicago,Education,Married,No,Yes,91527.41380232219
20,34311.30996714353,6,70.6364053128176,35,1.1236108654071137,37964.939153696745,8545.281027786461,Bachelor,Phoenix,IT,Married,No,No,62394.03273482068
54,23291.649751842764,38,50.92131673073114,45,18.45055998593079,7595.508169198662,12666.892023268796,PhD,New York,Finance,Married,Yes,Yes,93770.91052696874
68,61519.749045418546,37,67.04310237004724,49,6.594315251289307,3072.3856315686644,8409.034220547233,High School,Chicago,Retail,Married,Yes,Yes,92983.57937383304
24,74018.5734071306,20,73.16153119278121,68,10.769214078301093,20825.720934272613,2401.8478260654315,Bachelor,Chicago,Healthcare,Single,No,Yes,89125.4273731777
38,38045.72846338175,19,55.37292419991563,35,7.147447059947149,8254.018234358244,5697.698712404199,Bachelor,New York,Retail,Single,Yes,No,71288.91002018488
26,48863.437591678194,2,71.05373187801601,26,6.4826602792463905,7223.207141090482,3556.787332303856,Bachelor,New York,Education,Married,Yes,Yes,68075.3998168592
56,45383.21574980282,21,55.12659823139756,35,18.01200465702215,22011.347287466393,9653.360583110345,Bachelor,Houston,Retail,Single,No,Yes,72553.09682170826
35,40116.52367035695,3,72.42539815088574,54,14.101215045647981,19493.620557957696,9887.29920358242,Master,Los Angeles,Retail,Married,Yes,No,57382.82670142631
21,59956.05820832032,27,86.47111927108236,77,6.6049072764259105,23145.71239815226,5343.206669886194,Bachelor,New York,IT,Single,No,Yes,87096.6712487706
42,65152.121906429275,11,74.65020249885877,35,1.1837363059381438,12077.127537556573,5827.363572752517,Bachelor,New York,IT,Single,Yes,Yes,83843.26838881664
31,36970.89216101594,37,91.58207372611803,59,1.2262305892362642,35099.91164215117,6146.9175070266965,High School,Phoenix,IT,Single,Yes,No,90409.78526925041
67,50671.503006423554,35,82.86292563394609,31,16.171649931716846,28946.124300267045,16134.263614670988,Bachelor,Chicago,Retail,Single,Yes,Yes,92644.34926616593
26,69267.99550900841,4,88.48147848606972,54,7.537268737491947,31373.516472069958,11036.78839061955,High School,Houston,Healthcare,Married,Yes,No,67943.22605041669
43,60335.54304822459,12,67.35054759121716,68,6.569871855125712,3547.5304361405642,364.1671595883872,Bachelor,Los Angeles,Finance,Single,Yes,No,79019.10138647593
19,62565.46157600733,22,67.10858371607398,40,11.412072331880275,32019.47215042193,11922.09034818765,High School,New York,IT,Divorced,No,No,79451.0113305757
37,70519.77961163622,29,78.45613416385369,69,19.5787249739766,36935.27579934064,13863.219986200787,PhD,Los Angeles,IT,Married,Yes,No,108940.34485493884
45,70322.67758559875,36,59.22297908367141,62,9.912113460139265,12631.01383557817,8417.600668146446,Master,Chicago,Healthcare,Married,Yes,No,101768.07805115759
64,65429.639454545984,24,79.7114374976209,55,14.390535814371932,6186.86766566654,3526.9839319636994,PhD,Chicago,Finance,Married,No,No,97692.74912471128
24,52174.06122171771,26,71.76080183453071,67,14.493215943941598,2739.4843222989484,19892.477661382363,Bachelor,New York,Retail,Married,Yes,No,86208.36794252571
61,44262.75473812862,13,88.29996837546658,36,4.404626116950897,8586.139752802463,6422.4939993902,Master,Chicago,Retail,Single,Yes,No,72488.75734424987
25,51552.16647969778,35,81.79512254079411,51,3.203198652706237,17849.31119109201,5246.2879214103705,PhD,Phoenix,Healthcare,Divorced,No,No,101470.21140279472
64,41983.89970964947,38,85.96706430340127,60,16.152752524768243,17549.400930992197,15654.282504343653,High School,New York,IT,Married,Yes,No,81376.84575724488
52,20712.696904839766,15,67.45793918604953,25,4.734957865902725,7022.9173012434985,8804.409077789454,PhD,Chicago,IT,Single,No,Yes,77103.09171354795
31,45807.514012999396,21,85.48210268761729,43,23.36514298735254,5273.382728052427,12518.641777513527,Bachelor,Phoenix,Retail,Married,No,No,82430.25427132405
34,55362.89365755831,20,89.44712494364283,46,0.722381639675263,34445.331133017964,13455.778667196611,Bachelor,New York,IT,Married,No,Yes,79910.79810987468
53,41190.958733507316,20,74.61286176619659,39,0.599809356069085,33522.12366920898,2020.2270208792243,PhD,Houston,Retail,Single,No,Yes,958424.1022968545
67,47108.303191420884,7,67.60649380633512,44,26.17352827148131,26998.875371501963,19141.85449891143,Bachelor,Chicago,Retail,Divorced,Yes,Yes,56660.49189271714
57,47689.449260499016,15,67.78212798765591,21,10.454173090477672,15101.1321138496,14696.960887408502,Bachelor,Los Angeles,IT,Single,No,No,73485.04428681075
21,70352.85161328333,30,87.39012992015965,28,4.7738981036296755,33283.59573121391,10837.25526245807,Master,New York,Finance,Married,No,Yes,109141.78257929384
19,44608.440889626465,9,101.84345742423311,47,14.067436899324514,13413.96483911736,441.71697817842414,High School,Phoenix,Education,Divorced,Yes,No,70812.02652352554
23,70349.50073275181,31,65.18354929824778,72,11.157385392383045,6086.322364156259,1613.115549801947,Bachelor,New York,IT,Single,Yes,Yes,99007.74863824462
59,9312.642622280393,33,64.4147994995744,57,7.575812736987817,6622.627889303068,7900.997531483874,Bachelor,Houston,Retail,Single,No,Yes,71061.42536595417
21,70217.83671993554,8,84.21414180674479,22,1.0410945707212642,11642.562251213845,515.5563000747334,Bachelor,Chicago,Healthcare,Single,Yes,Yes,82313.44744289407
46,69461.09172293937,16,67.46086470633355,39,16.72269024252911,8734.310367914564,4904.652880217409,Bachelor,Los Angeles,Retail,Single,No,No,80309.45828803084
35,63533.820100837875,10,85.18355384228269,25,20.100885587894446,20978.830214140453,3358.858619457664,Master,Los Angeles,IT,Single,Yes,No,92772.69972851149
43,19821.229951943427,31,79.65346173526646,58,1.8894587548873027,1002.446210731446,21035.72051151794,Bachelor,Houston,Retail,Married,Yes,Yes,70061.21017834576
61,65283.30492833722,9,74.76022697502036,52,19.00536828834779,26546.598737781726,1439.8052740008698,Bachelor,New York,Finance,Married,Yes,Yes,80122.68668032641
51,49248.212364871244,21,79.41271534521688,74,21.02483467738978,13994.20869126553,8464.356452493184,Bachelor,New York,IT,Married,Yes,No,80207.76967051941
27,12059.938401130094,16,78.80198369153393,20,7.972387511991924,8266.193557462333,13952.001860320835,Bachelor,Houston,Finance,Single,Yes,Yes,59712.27351482594
53,69472.66561752044,3,73.20393502213824,56,10.676342112277212,12987.725067066049,711.6525328918951,Bachelor,New York,Retail,Married,Yes,Yes,73461.0295006953
31,71662.59617823453,24,57.436389683615054,25,4.816509082447407,12733.809356611153,4266.693673198037,PhD,New York,IT,Married,Yes,Yes,112673.46827034645
48,21432.31892202243,20,76.78650728589035,64,3.3099556750181476,30290.763097349834,169.40360101098577,Bachelor,Los Angeles,IT,Single,No,No,79216.11909675611
65,52631.3161295017,36,90.73060366064163,53,12.800735446528702,38249.76555855567,10897.408784409545,Master,Chicago,Retail,Married,Yes,Yes,105470.97906059913
32,70828.86682166274,37,58.912313367954766,66,19.79597285558182,20519.212797032564,5994.196444437837,Bachelor,New York,IT,Single,No,Yes,110453.74866857329
25,68452.4197018572,0,65.34214979861055,34,10.615406705384707,34298.64503593178,17393.534775167802,High School,New York,Finance,Divorced,Yes,No,60859.75617006026
31,62540.91576739286,24,79.26826974766011,64,7.166013122099648,22983.231800300913,15365.730307786356,Master,Houston,Retail,Married,Yes,No,79535.9702724243
40,10291.206801537373,35,75.38591862732281,45,1.7307416622563252,22120.182186430982,6979.76648658526,Bachelor,New York,Education,Married,Yes,Yes,78277.87297753323
57,60943.14149953721,16,79.1118215958429,76,0.5494068815874291,15214.612646874524,13581.155337257958,High School,Phoenix,Finance,Married,Yes,Yes,88095.97296422518
38,46728.44152439086,23,68.00681792172338,33,5.900344116372787,21972.85925780352,15097.69578314326,Bachelor,New York,Healthcare,Married,Yes,Yes,80202.85918555844
33,64937.86293077742,1,86.62458286592306,77,0.5060885887479463,16928.650397927835,2331.72971033862,Bachelor,New York,Retail,Single,Yes,Yes,62980.98823165041
62,53842.42187650737,39,75.46900565690211,73,8.424238985767001,18789.252899445404,5485.319983173855,PhD,Los Angeles,IT,Married,Yes,Yes,122069.97804466334
35,49701.77584566703,14,81.96985522343057,26,4.824474394057161,29609.810460542256,9043.107832764428,Bachelor,Houston,Education,Married,Yes,Yes,77983.0702657836
64,59613.557741138546,31,78.20277410971096,65,14.154724089473119,5414.1409484932665,4133.66342242822,Bachelor,New York,IT,Single,Yes,Yes,85285.1626591011
41,47421.29943392363,38,76.75494967960992,77,3.6477695798877563,33827.280663737685,2502.7902613136657,Bachelor,New York,IT,Divorced,No,No,98691.15331205066
43,49635.84080162087,5,81.26833657028129,50,8.988995906772784,26524.13729427245,3290.7905051080356,Master,Phoenix,IT,Married,Yes,No,76264.2489987633
42,41671.64001306857,0,76.8648795396695,43,7.715056045719271,1929.0129516213665,13668.342970443064,Bachelor,Houston,Retail,Single,No,Yes,44594.444078194974
62,25918.865132231564,22,63.09800971904488,78,0.0472356400601906,15039.277032494845,2927.9024392995802,Bachelor,Chicago,Healthcare,Married,Yes,No,61457.00669603283
58,58517.80210656907,38,85.87356825715965,50,0.7514324445554121,5058.847370906831,9801.835740827812,PhD,New York,Education,Married,Yes,Yes,117179.3586134933
46,37909.54520494145,16,83.18127286248183,48,3.43009052606246,13999.620087914842,7775.142429456748,Bachelor,New York,Retail,Married,Yes,No,67903.114830327
32,46988.122009388986,33,53.9314960864219,61,21.390648536508415,37183.10585727073,2713.4640413608804,Master,Los Angeles,IT,Married,Yes,Yes,90486.86918994159
62,54304.609376809,28,68.45799715124323,51,1.590132637658104,5023.5825759388945,7415.755916113008,Bachelor,Houston,Retail,Married,No,No,774445.4251741677
18,18721.735346518417,8,85.42360462492807,36,12.409630191543492,11195.091486188672,7309.368583460753,Bachelor,Chicago,Education,Married,Yes,No,43860.7852988918
42,22079.76644484765,12,56.730714535221665,33,36.25587940878406,7716.606642112057,8211.465895555022,High School,New York,Healthcare,Single,Yes,Yes,49312.77900631067
24,45503.92135086196,5,84.43566881900745,59,15.633540388303764,12446.748090576411,12128.937490060001,Bachelor,New York,Healthcare,Single,Yes,No,68618.70705036621
26,56818.452234494835,5,73.5877746434575,55,2.7831985072140624,20879.700267867403,13971.312232775377,PhD,Chicago,Retail,Single,Yes,No,85288.91756225284
41,61160.57405973742,19,88.40282570333991,77,23.899448260680472,2175.9762770981883,2621.52112503402,High School,Phoenix,Finance,Single,No,Yes,76816.6982028374
18,26130.282561861393,2,74.98853210924537,67,0.9773097973671606,22072.570728596602,710.7674288251528,Bachelor,Los Angeles,Healthcare,Single,Yes,No,48836.177376621745
61,59549.47226619223,16,67.77932007004372,43,6.313786332677856,48797.56363683845,7272.521656516181,Master,Los Angeles,Education,Married,Yes,No,85992.416412451
25,46323.95572525496,11,78.0808566075914,64,21.85174639861589,35020.91664884705,1192.601507716442,Bachelor,Los Angeles,IT,Married,Yes,No,78406.51904009139
41,36752.641323552845,0,74.69614510490014,73,10.251733017363902,14413.732899748256,10431.015862368069,Bachelor,Los Angeles,IT,Single,Yes,No,60172.575768352355
28,40271.72215910944,16,66.89148865859319,46,5.338291284458153,10095.949398742285,666.4282099484299,Bachelor,New York,IT,Single,Yes,Yes,80034.12323356097
68,62027.8599806025,2,97.18343483011387,44,3.464599617398945,48369.74177472562,7241.613105925019,PhD,New York,Retail,Single,Yes,No,91245.54193073677
34,54110.08677628357,25,65.28901818415684,78,4.701626904046509,16422.403468461365,13540.22651712386,Bachelor,Phoenix,Retail,Single,Yes,No,72986.75017603967
25,50754.59784132981,14,52.57044624940206,51,7.111925859342412,67585.30044723403,18513.667961809704,Master,New York,Healthcare,Single,No,Yes,86284.14896220947
52,53652.4360821185,35,90.81698968121492,71,3.842574828029331,14024.817585234292,5999.582674320614,Bachelor,New York,Retail,Married,Yes,Yes,102017.50119986347
52,63921.4666492429,31,69.16436527684074,37,34.727319044840094,12126.997427805958,9531.955891182331,Bachelor,Chicago,IT,Single,Yes,No,90510.50213150865
50,48543.50648895015,31,72.03226739034304,65,27.042223327394623,6582.587434949286,12686.271930510331,Bachelor,New York,IT,Married,Yes,No,93952.98075219085
22,50814.78329681355,3,71.42093935370966,37,20.45399354084596,30833.90896126776,11404.47592493401,Bachelor,New York,Retail,Married,Yes,Yes,64499.53861550886
59,67072.56110206708,17,69.30348565841675,56,5.478870514276444,18773.256083221662,3153.7287320762707,PhD,New York,Retail,Single,No,Yes,87305.76735253602
56,45026.20063605262,18,67.33807528736554,45,11.753910790590558,17610.435879473585,5820.497628580142,PhD,Houston,Education,Single,Yes,Yes,83303.77589997038
58,59272.108929210226,34,65.03182697503036,28,23.312861256955273,47526.13396616084,17447.55894575825,Master,Chicago,IT,Single,No,No,104107.94702790392
45,42444.43278990288,39,75.64759761704566,79,18.999873430237816,20445.21761402804,10038.085854989215,High School,Chicago,Retail,Single,Yes,No,78228.8662831204
24,43761.98987882323,13,70.98012442324365,54,5.349936895729389,36184.08109234205,7637.596836712126,Bachelor,Phoenix,Healthcare,Single,Yes,Yes,66870.30879471819
26,48439.25364800545,32,82.30362190333946,27,1.192183707446683,22995.284209368136,3175.1036916408,Bachelor,New York,Education,Married,Yes,Yes,95400.09005030226
25,57729.09279480148,13,79.82694051616154,39,0.7864324819467852,23808.91639114438,8414.353044988055,High School,Los Angeles,IT,Single,Yes,No,83610.45441299613
29,67912.72943826603,33,65.72487806474595,73,8.605345185520406,5685.137195879813,228.4751877424651,Bachelor,Houston,Retail,Divorced,Yes,Yes,90244.60372755375
51,51448.178953081624,3,76.08521276072356,61,10.28977841625385,22367.75399372069,1238.6342362559444,High School,Los Angeles,IT,Single,Yes,No,45740.048898214445
50,27502.446330146835,23,70.82161675878646,41,18.960712323326355,17129.042428460274,543.4959887358518,Bachelor,New York,Finance,Married,Yes,Yes,77825.74778710355
65,59471.69440300907,28,65.08339557366334,38,3.4603887985410897,16761.02337005379,15723.85208938356,PhD,New York,IT,Married,No,Yes,115284.49784535318
40,86807.63261218564,18,81.89431570515133,49,1.832866109690249,26880.9975116634,1722.0165663622329,Bachelor,New York,Finance,Single,No,Yes,102312.78467074902
41,51630.032466010256,5,73.78674720691635,72,4.7643359029438415,5238.844225744089,1809.7832973510403,High School,Los Angeles,Retail,Single,Yes,No,56529.547275537465
54,24368.48541230631,32,70.92449979829522,47,4.362982880359875,2419.2377303008284,8768.089854604466,High School,New York,Finance,Married,Yes,No,64528.57657983013
52,52544.79334206277,39,66.44432763576721,54,1.4210397992582178,16204.779362267871,2041.4788201537713,Bachelor,Chicago,Healthcare,Married,Yes,No,99771.92678986033
61,49954.81095224241,18,64.72063238926661,62,11.156037875809957,50711.85283716144,6809.311298593552,PhD,Houston,Retail,Single,No,No,92094.74890875131
57,48693.367349564156,0,94.88768023914545,30,7.106839359717463,6376.171604194403,6806.433547254532,PhD,New York,Healthcare,Single,Yes,Yes,69500.47524311321
39,64181.14849965699,4,78.34118649629997,50,12.769835800574768,6748.742407099186,4.367129920890875,PhD,New York,Retail,Single,Yes,Yes,83133.45317431932
44,70674.12179503587,26,64.08870962797184,68,4.349316952638906,16651.551418771214,2929.7582373022287,Bachelor,Houston,Retail,Single,Yes,Yes,88983.55577716217
52,60253.78617801624,15,77.87865898322814,67,3.940834430596775,13901.770461946182,2548.610319426636,Bachelor,Houston,IT,Divorced,Yes,No,87862.15920706396
18,48004.128729933975,5,85.62016176795538,58,6.3975022121126655,30369.700404195173,16062.128028341158,Bachelor,Los Angeles,Retail,Married,No,Yes,51022.22867592609
52,66885.18176554445,39,76.67517612530042,55,20.988881707752945,23679.580710361548,7060.7508849908345,Bachelor,Los Angeles,Finance,Single,No,No,107881.89541579988
54,27592.55538178639,12,88.74021342133125,49,0.41115065309199955,6613.258592550947,3389.14463044478,Master,New York,IT,Single,Yes,No,68677.01168388939
64,39259.158188990084,34,59.57186857930033,42,16.33898740532992,17560.334422637017,6010.544664269355,High School,New York,Retail,Single,Yes,Yes,86669.8978581763
31,40930.58332097405,18,55.086779526197894,38,4.604297853463829,3712.8529696635997,6372.753296519291,PhD,New York,IT,Married,Yes,No,86726.77553154627
20,49535.74028102098,11,77.60517421853753,31,19.28397573809551,16651.79023723441,12945.918749913835,High School,New York,IT,Divorced,Yes,No,71335.88632240644
18,57601.01993730257,15,77.76496143373883,34,16.205140714150684,4938.613421823601,15723.552354743557,Bachelor,New York,IT,Single,Yes,No,75185.73638432528
22,46989.305774940745,9,41.60499821745758,50,4.288789565375368,14134.969538395228,2916.8648982516725,Master,New York,Retail,Married,Yes,No,65892.63767282986
43,36409.46308246588,24,68.76423908797985,62,11.837667790645332,13563.804233948027,21721.717497097343,Bachelor,New York,Finance,Divorced,No,No,78505.83830983612
31,64622.754270441954,19,64.91337685616544,56,1.739162883690343,31812.015992257,11362.326087765325,Bachelor,Chicago,Healthcare,Single,No,Yes,81980.3191607624
56,46468.149166929594,30,61.08053759296844,56,22.660752833656858,4633.337450565881,4014.6379197379683,High School,Los Angeles,IT,Single,Yes,No,80259.34809067937
44,51531.9338130655,3,64.88958235390189,34,5.183388851808179,34197.86152041308,2485.9950336009924,High School,Chicago,IT,Single,Yes,Yes,61296.59994716289
26,58266.016182138614,22,80.9578780159936,48,6.081180617644362,5978.18156138717,12380.945284428386,High School,Houston,IT,Single,Yes,Yes,72163.84754314792
32,50583.1641188442,1,64.82594978710291,69,12.233562929987304,1045.6690883687506,3097.9780955564333,Bachelor,Los Angeles,Retail,Single,No,No,55890.943799292065
32,50649.07542116435,21,65.16877865418158,62,17.194773388364254,25947.22818195296,14425.898675348753,Bachelor,Chicago,IT,Divorced,No,No,87095.88201305883
43,65457.10130653744,36,58.811946911423206,45,2.69636207396034,37060.390212092396,1991.4495377750509,Bachelor,New York,IT,Married,Yes,Yes,99735.99865890856
59,52270.54211855565,7,87.68909642515825,63,10.82788566364261,22397.11386004803,4370.678137099679,Bachelor,Phoenix,Retail,Single,No,Yes,81730.50500138832
30,62941.954786857335,6,79.34632365470634,21,4.975771797335608,29983.80019969897,12601.20024168668,High School,Phoenix,Retail,Single,No,No,64178.53970865438
68,58170.01166477585,13,50.076437970970986,39,4.59978725337898,53073.20615126647,9827.127945439897,Bachelor,Los Angeles,Retail,Married,Yes,No,59846.26297039323
49,80253.31316280374,2,65.17759920776814,34,11.712662880072056,17335.21362884091,2401.819499832427,Bachelor,Houston,IT,Single,Yes,Yes,81874.44129961578
56,56141.20126803695,15,80.28517884394925,71,4.896893667962726,36486.62964859528,8472.41309128878,High School,New York,Retail,Single,Yes,No,63851.43361963182
66,59569.59905226159,18,87.81392548982836,23,4.248138436803231,34273.181352081694,6339.584885314468,Bachelor,Chicago,Retail,Single,Yes,Yes,81914.29262320303
69,66524.85070994552,17,83.40838759366656,41,18.072086442964686,22517.927196434826,2293.867421093284,Bachelor,Chicago,IT,Married,Yes,No,84577.97882504376
49,50954.26639925255,15,71.44317089742114,69,1.0677943721884997,35284.084913391875,6123.815947524716,Bachelor,Chicago,Healthcare,Single,Yes,No,71754.337123951
21,40432.20354905839,7,55.686231392069615,57,11.266804070764405,7643.099985524636,10451.069319541502,Bachelor,Houston,IT,Single,Yes,No,69647.53332183397
47,42887.816283148146,32,83.70248993911311,42,2.8598403997942574,53809.077537100544,2644.6073213556288,High School,Phoenix,IT,Married,No,No,74220.26663161223
54,43032.39611746268,11,72.03103148679496,78,0.15619595049996157,22836.639893657855,4567.947178019758,Bachelor,New York,IT,Single,Yes,Yes,68083.08297849717
40,35745.03547704923,10,75.6886201461507,45,1.8243868630057791,16785.742015121126,9036.624449501258,Bachelor,New York,Healthcare,Divorced,Yes,No,58691.146571953876
56,54767.07753802826,4,73.22579561791503,70,9.330847903839544,6632.745390393316,11563.828956664775,High School,New York,Retail,Married,Yes,Yes,613530.225100368
62,40557.25177926374,26,61.44470500423732,30,12.348691915038767,14918.38697196184,1689.1292551251627,Bachelor,Chicago,Retail,Single,Yes,Yes,72819.05703344382
32,52922.79231802771,11,78.64250212222989,47,0.21282661233718325,11010.393139792393,4335.4292236730635,High School,New York,IT,Single,Yes,Yes,63932.60788886165
60,47619.88334434046,16,77.26459031113447,75,0.37105413012730337,8493.356855778897,1069.77856788824,Bachelor,Phoenix,Healthcare,Married,Yes,Yes,76346.50771015116
46,49375.677600612275,5,70.74211157085202,21,23.283349414015714,17834.27149291463,5697.907366449255,Master,New York,Education,Single,Yes,Yes,62313.753969408106
53,58340.84971743284,32,79.71105799862487,78,0.7613166872334682,12510.451921396158,12748.069453106222,High School,Houston,IT,Married,No,Yes,87897.41670396578
30,41871.51313417178,4,61.26000452576694,27,22.4603614066121,19095.69584189311,5809.1427315665205,Bachelor,New York,IT,Married,No,No,65160.06636427935
49,59583.3656890516,27,72.30997224116891,48,2.5898566623983483,21961.23772275078,14306.603200068253,High School,New York,IT,Married,No,No,69329.35014372083
24,73509.61799958428,13,75.2612747293579,30,13.471421124572217,25399.55442471908,12614.253282588994,Bachelor,New York,Retail,Divorced,Yes,Yes,75424.3792260443
68,55146.63624427638,4,57.65072367864938,56,3.7067716036928995,23787.468492957592,16661.582682506,Bachelor,Phoenix,IT,Single,Yes,No,64214.287911164756
39,38268.56472091297,32,74.42903389163946,37,19.57238249654406,42869.84718170234,6033.859456216613,Bachelor,Houston,IT,Married,Yes,Yes,95612.23729068508
45,40774.72982990305,18,82.33645146681296,74,12.054901730289734,9271.241330203347,740.5586011402202,Bachelor,Phoenix,Retail,Married,No,Yes,74331.35947143038
19,46276.056488223265,21,71.96769075957133,69,5.138526315377047,18654.289859680342,9969.868182047654,Bachelor,Houston,Retail,Married,Yes,Yes,75604.11431295502
59,41076.64554395651,4,74.65885097485656,33,0.7937059228228416,14365.215535580242,2016.776025187923,Bachelor,Phoenix,IT,Married,No,Yes,61811.58467967211
